src,src_port,dst,dst_port,protocol,packet_count,total_bytes,avg_packet_size,flow_duration,avg_ttl
2604007690,53,2604010701,49615,2,-0.21033159365367338,-0.16411710948290262,-0.4786859979750324,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,55620,2,-0.21033159365367338,-0.16409150347458457,-0.45729092477888256,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,52635,2,-0.21033159365367338,-0.16397627643715326,-0.36101309539620824,-0.3168139496966155,-0.21136261161364645
2604010701,58827,2604007690,53,2,-0.21033159365367338,-0.1641939275078568,-0.542871217563482,-0.3168139496966155,-0.17973435457060288
2604010701,51715,2604007690,53,2,-0.21033159365367338,-0.16416832149953875,-0.5214761443673321,-0.3168139496966155,-0.17973435457060288
2604010701,59778,2604007690,53,2,-0.21033159365367338,-0.16409150347458457,-0.45729092477888256,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,57456,2,-0.21033159365367338,-0.16421099818006885,-0.5571345996942485,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,58541,2,-0.21033159365367338,-0.16408296813847853,-0.45015923371349925,-0.3168139496966155,-0.21136261161364645
2604010701,63043,2889914222,443,1,0.7825684023788685,-0.0996326452019109,-0.4940229680081148,1.3973412989017258,-0.17973435457060288
2604007690,53,2604010701,57296,2,-0.21033159365367338,-0.1641085741467966,-0.4715543069096491,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,58827,2,-0.21033159365367338,-0.1641939275078568,-0.542871217563482,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,51715,2,-0.21033159365367338,-0.16416832149953875,-0.5214761443673321,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,59778,2,-0.21033159365367338,-0.16409150347458457,-0.45729092477888256,-0.3168139496966155,-0.21136261161364645
2604010701,63044,2540012703,443,1,-0.08688997252530331,-0.15259867340782673,-0.3715620550970876,0.7664447814876807,-0.17973435457060288
2604010701,63045,2890006755,443,1,-0.10299105354204723,-0.14390543358384392,0.0334373413867768,1.8630387337641614,-0.17973435457060288
2604010701,63046,2889913985,443,1,0.5786213761667788,-0.11194059986679376,-0.4887089151480035,1.1594490490136105,-0.17973435457060288
2889914222,443,2604010701,63043,1,5.682664058474602,6.544012651973919,4.314994686970207,1.3876241786620207,-0.33787563978582064
2540012703,443,2604010701,63044,1,0.07412083764213592,0.0907565619790026,3.1640233161990747,0.7597745060118387,-0.43276041091495127
2890006755,443,2604010701,63045,1,-0.081522945519722,-0.13044094087659516,0.3524412787847355,1.8527598812831418,-0.33787563978582064
2889913985,443,2604010701,63046,1,4.212098658945324,4.893504835476188,4.337314722819234,1.149838962837618,-0.33787563978582064
2604010701,51694,2604007690,53,2,-0.21033159365367338,-0.16416405383148575,-0.5179102988346405,-0.3168139496966155,-0.17973435457060288
2604010701,59237,2604007690,53,2,-0.21033159365367338,-0.16416405383148575,-0.5179102988346405,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,59237,2,-0.21033159365367338,-0.1639976147774183,-0.3788423230596664,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,51694,2,-0.21033159365367338,-0.16406589746626649,-0.4358958515827327,-0.3168139496966155,-0.21136261161364645
2604010701,53508,2604007690,53,2,-0.21033159365367338,-0.1641512508273267,-0.5072127622365655,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,53508,2,-0.21033159365367338,-0.1641512508273267,-0.5072127622365655,-0.3168139496966155,-0.21136261161364645
2604010701,63047,1760832387,443,1,-0.027852675463908926,-0.14600512626592518,-0.3442026807420905,0.9210017947396137,-0.17973435457060288
1760832387,443,2604010701,63047,1,0.004349486569578921,-0.11157784808228785,0.29284121472027397,0.9132262287282876,-0.4011321538719077
2604011097,17500,4294967295,17500,2,-0.19423051263692945,-0.161479690626142,-0.1577599000327846,-0.3158915345042751,1.8444740961841841
2604011097,17500,2604011519,17500,2,-0.21033159365367338,-0.16373301935813167,-0.1577599000327846,-0.3168139496966155,1.8444740961841841
2604010701,51433,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604010701,51707,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,51707,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,51433,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.21136261161364645
2604010701,63048,2890006755,443,1,-0.10299105354204723,-0.1543740233178792,-0.3830873772652517,-0.23938489638348384,-0.17973435457060288
2604010701,63049,2540012703,443,1,-0.1566613235978603,-0.15731444660640356,-0.24074685061179013,-0.29640084993902105,-0.17973435457060288
2540012703,443,2604010701,63049,1,-0.11372510755320984,-0.0955698252154447,2.2452446368400465,-0.29752955690640326,-0.43276041091495127
2890006755,443,2604010701,63048,1,-0.07078889150855938,-0.04593257809087721,2.8833780659409363,-0.24918843024687232,-0.33787563978582064
2604010701,63050,2890006755,443,1,-0.12982618856995376,-0.15615364089598466,-0.3503155587981333,-0.22941928236647297,-0.17973435457060288
2890006755,443,2604010701,63050,1,-0.11372510755320984,-0.1062133893396534,1.7771804916541014,-0.23952408435368355,-0.33787563978582064
2604010930,17500,4294967295,17500,2,-0.21033159365367338,-0.1621497145104647,1.1651687925958147,-0.3168139496966155,-0.17973435457060288
2604010930,17500,2604011519,17500,2,-0.21033159365367338,-0.1621497145104647,1.1651687925958147,-0.3168139496966155,-0.17973435457060288
2604011281,57621,2604011519,57621,2,-0.20496456664809207,-0.16378423137476777,-0.492949380105799,1.8972248894655857,-0.17973435457060288
2604010764,17500,4294967295,17500,2,-0.19423051263692945,-0.15919222054972826,0.32006340134789546,-0.3166302879807588,1.8444740961841841
2604010764,17500,2604011519,17500,2,-0.21033159365367338,-0.1631611518390282,0.32006340134789546,-0.3168139496966155,1.8444740961841841
2604011220,57621,2604011519,57621,2,-0.19959753964251076,-0.16343428259442092,-0.492949380105799,0.8090176021731724,-0.17973435457060288
2604010701,55727,2604007690,53,2,-0.21033159365367338,-0.1641597861634327,-0.5143444533019489,-0.3168139496966155,-0.17973435457060288
2604010701,62689,2604007690,53,2,-0.21033159365367338,-0.1641597861634327,-0.5143444533019489,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,62689,2,-0.21033159365367338,-0.16396774110104725,-0.35388140433082493,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,55727,2,-0.21033159365367338,-0.16403602378989543,-0.4109349328538912,-0.3168139496966155,-0.21136261161364645
2604010701,60706,2604007690,53,2,-0.21033159365367338,-0.1641128418148496,-0.4751201524423408,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,60706,2,-0.21033159365367338,-0.1641128418148496,-0.4751201524423408,-0.3168139496966155,-0.21136261161364645
2604010701,60854,2649752867,443,2,1.330005156948162,0.13160241291436806,0.07366099875728302,3.0134883824121537,-0.17973435457060288
2649752867,443,2604010701,60854,2,3.9652154166885842,3.3281497996401797,2.960821490169384,3.0208600149732394,-0.4643886679579948
2604010701,51611,2604007690,53,2,-0.21033159365367338,-0.1641469831592737,-0.503646916703874,-0.3168139496966155,-0.17973435457060288
2604010701,51906,2604007690,53,2,-0.21033159365367338,-0.1641469831592737,-0.503646916703874,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,51906,2,-0.21033159365367338,-0.16398054410520627,-0.36457894092889986,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,51611,2,-0.21033159365367338,-0.16404882679405444,-0.42163246945196614,-0.3168139496966155,-0.21136261161364645
2604010701,62453,2604007690,53,2,-0.21033159365367338,-0.16413844782316767,-0.4965152256384906,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,62453,2,-0.21033159365367338,-0.16413844782316767,-0.4965152256384906,-0.3168139496966155,-0.21136261161364645
2604010701,65335,2604007690,53,2,-0.21033159365367338,-0.1641512508273267,-0.5072127622365655,-0.3168139496966155,-0.17973435457060288
2604010701,57232,2649752842,443,2,0.7235311053174741,-0.07744077132625524,-0.36975451101634943,0.8883449592154685,-0.17973435457060288
2604010701,56074,2649752842,443,2,-0.1459272695866977,-0.14320980369120317,0.5820159000956276,0.7694084454934584,-0.17973435457060288
2604007690,53,2604010701,65335,2,-0.21033159365367338,-0.16408296813847853,-0.45015923371349925,-0.3168139496966155,-0.21136261161364645
2649752842,443,2604010701,57232,2,12.090894303138684,12.154937760005845,3.7037397917647463,0.8869619043628061,-0.4643886679579948
2649752842,443,2604010701,56074,2,-0.1459272695866977,-0.1414173831089387,0.6972201403825884,0.7749781486700942,-0.4643886679579948
2887141819,57621,2887143423,57621,2,-0.21033159365367338,-0.16413418015511466,-0.492949380105799,-0.3168139496966155,-0.17973435457060288
2604010701,59747,2604007690,53,2,-0.21033159365367338,-0.1641085741467966,-0.4715543069096491,-0.3168139496966155,-0.17973435457060288
2604010701,52636,2604007690,53,2,-0.21033159365367338,-0.1641085741467966,-0.4715543069096491,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,52636,2,-0.21033159365367338,-0.16404029145794843,-0.41450077838658284,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,59747,2,-0.21033159365367338,-0.1641085741467966,-0.4715543069096491,-0.3168139496966155,-0.21136261161364645
2604010701,56224,2649752842,443,2,0.7020629972951489,-0.04857426461569084,-0.21898400812625046,1.0149479078911905,-0.17973435457060288
2649752842,443,2604010701,56224,2,4.1584283888895115,3.8541441548418023,3.3346029630618563,1.0210450050340065,-0.4643886679579948
2604010701,52918,2604007690,53,2,-0.21033159365367338,-0.1641085741467966,-0.4715543069096491,-0.3168139496966155,-0.17973435457060288
2604010701,52300,2604007690,53,2,-0.21033159365367338,-0.1641085741467966,-0.4715543069096491,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,52300,2,-0.21033159365367338,-0.16404029145794843,-0.41450077838658284,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,52918,2,-0.21033159365367338,-0.1641085741467966,-0.4715543069096491,-0.3168139496966155,-0.21136261161364645
2604010701,56635,520966916,443,2,0.4981159710830592,-0.07972824140266897,-0.25288486206278415,0.9744801195836345,-0.17973435457060288
520966916,443,2604010701,56635,2,4.501918117246714,4.441695354040051,3.593136383306483,0.9731740418820994,-0.4643886679579948
2604010701,54678,2604007690,53,2,-0.21033159365367338,-0.16413418015511466,-0.492949380105799,-0.3168139496966155,-0.17973435457060288
2604010701,58391,2604007690,53,2,-0.21033159365367338,-0.16413418015511466,-0.492949380105799,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,58391,2,-0.21033159365367338,-0.16396347343299422,-0.3503155587981333,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,54678,2,-0.21033159365367338,-0.1640317561218424,-0.4073690873211996,-0.3168139496966155,-0.21136261161364645
2604010701,62241,2604007690,53,2,-0.21033159365367338,-0.16413418015511466,-0.492949380105799,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,62241,2,-0.21033159365367338,-0.16413418015511466,-0.492949380105799,-0.3168139496966155,-0.21136261161364645
2604010701,63051,2649752844,443,1,-0.151294296592279,-0.15204387656093535,0.08085459686316444,-0.12761258757582103,-0.17973435457060288
2649752844,443,2604010701,63051,1,-0.1566613235978603,-0.14894554955444958,0.39494615753442,-0.13366416247602944,-0.4643886679579948
2604010701,63226,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604010701,50431,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,63226,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,50431,2,-0.21033159365367338,-0.16396347343299422,-0.3503155587981333,-0.3168139496966155,-0.21136261161364645
2604010701,63052,2649752844,443,1,0.4015094849825957,-0.10075930956790571,-0.3223469268808475,1.7266231642514787,-0.17973435457060288
2649752844,443,2604010701,63052,1,0.39614245797701436,0.13673214991408691,1.422378861151283,1.7206979332338244,-0.4643886679579948
2604010701,59794,2604007690,53,2,-0.21033159365367338,-0.16411710948290262,-0.4786859979750324,-0.3168139496966155,-0.17973435457060288
2604010701,57041,2604007690,53,2,-0.21033159365367338,-0.16411710948290262,-0.4786859979750324,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,59794,2,-0.21033159365367338,-0.1638269080552979,-0.23620850175200073,-0.3168139496966155,-0.21136261161364645
2604010701,52308,2604007690,53,2,-0.21033159365367338,-0.1641427154912207,-0.5000810711711823,-0.3168139496966155,-0.17973435457060288
2604010701,50528,2604007690,53,2,-0.21033159365367338,-0.1641427154912207,-0.5000810711711823,-0.3168139496966155,-0.17973435457060288
2604010701,54178,2604007690,53,2,-0.21033159365367338,-0.16413418015511466,-0.492949380105799,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,50528,2,-0.21033159365367338,-0.16397627643715326,-0.36101309539620824,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,52308,2,-0.21033159365367338,-0.16404455912600144,-0.4180666239192745,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,54178,2,-0.21033159365367338,-0.16413418015511466,-0.492949380105799,-0.3168139496966155,-0.21136261161364645
2604010701,63053,2900374788,443,1,-0.10299105354204723,-0.14167344319211933,0.12224387536762102,-0.20008251243658298,-0.17973435457060288
2604010701,50089,2604007690,53,2,-0.21033159365367338,-0.16413844782316767,-0.4965152256384906,-0.3168139496966155,-0.17973435457060288
2604010701,65459,2604007690,53,2,-0.21033159365367338,-0.1641512508273267,-0.5072127622365655,-0.3168139496966155,-0.17973435457060288
2604010701,57846,2604007690,53,2,-0.21033159365367338,-0.1641512508273267,-0.5072127622365655,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,57041,2,-0.21033159365367338,-0.16375862536644972,-0.17915497322893445,-0.3168139496966155,-0.21136261161364645
2604010701,63054,2649752884,443,1,-0.11372510755320984,-0.14037180443595107,0.27502114198757993,-0.11322135530483302,-0.17973435457060288
2604007690,53,2604010701,57846,2,-0.21033159365367338,-0.16360498931654133,-0.05078453405203533,-0.3168139496966155,-0.21136261161364645
2900374788,443,2604010701,63053,1,-0.07078889150855938,-0.0917417269718941,1.465756364166414,-0.20645990776420806,-0.43276041091495127
2604007690,53,2604010701,50089,2,-0.21033159365367338,-0.16413844782316767,-0.4965152256384906,-0.3168139496966155,-0.21136261161364645
2604010701,63055,2649752843,443,1,0.6644938082560797,0.26465976747113573,1.401058171767593,1.4934578007411623,-0.17973435457060288
2604007690,53,2604010701,65459,2,-0.21033159365367338,-0.1641512508273267,-0.5072127622365655,-0.3168139496966155,-0.21136261161364645
2649752884,443,2604010701,63054,1,-0.13519321557553507,-0.14383288322694274,0.3649930550598103,-0.11938223601214742,-0.4643886679579948
2604010701,52994,2900374789,443,2,-0.18349645862576686,-0.14535644072186757,1.8783378991341433,-0.2918631298860695,-0.17973435457060288
2649752843,443,2604010701,63055,1,0.4015094849825957,-0.11106999558397958,-0.39726069041983025,1.5085101103395395,-0.4643886679579948
2900374789,443,2604010701,52994,2,-0.17276240461460424,-0.15030266799530698,0.6958143743552773,-0.29819404184888215,-0.4643886679579948
2604011411,17500,2604011519,17500,2,-0.21033159365367338,-0.16374582236229068,-0.16845743663085952,-0.3168139496966155,-0.17973435457060288
2604010701,63056,2649752844,443,1,-0.13519321557553507,-0.15064834910760083,-0.014650632654093377,-0.23822866637114687,-0.17973435457060288
2649752844,443,2604010701,63056,1,-0.151294296592279,-0.1483950203756112,0.33492109106744405,-0.24476062762424797,-0.4643886679579948
2604011429,17500,2604011519,17500,2,-0.21033159365367338,-0.1631526165029222,0.32719509241327877,-0.3168139496966155,-0.17973435457060288
2604011229,17500,4294967295,17500,2,-0.21033159365367338,-0.16343428259442092,0.09184928725563037,-0.3168139496966155,-0.17973435457060288
2604011229,17500,2604011519,17500,2,-0.21033159365367338,-0.16343428259442092,0.09184928725563037,-0.3168139496966155,-0.17973435457060288
2604010701,51182,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604010701,56880,2604007690,53,2,-0.21033159365367338,-0.16417258916759175,-0.5250419899000237,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,56880,2,-0.21033159365367338,-0.16384824639556295,-0.25403772941545893,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,51182,2,-0.21033159365367338,-0.1639848117732593,-0.3681447864615915,-0.3168139496966155,-0.21136261161364645
2604010701,64416,2604007690,53,2,-0.21033159365367338,-0.16410003881069057,-0.46442261584426586,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,64416,2,-0.21033159365367338,-0.16410003881069057,-0.46442261584426586,-0.3168139496966155,-0.21136261161364645
2604010701,63057,3353920818,443,1,0.15999326973143685,-0.08365022834338581,0.17951814670937777,0.45826243189921906,-0.17973435457060288
3353920818,443,2604010701,63057,1,0.4122435389937583,0.41885914956251846,3.380564619701417,0.4500811849427346,-0.4011321538719077
2604010701,55585,2604007690,53,2,-0.21033159365367338,-0.16416405383148575,-0.5179102988346405,-0.3168139496966155,-0.17973435457060288
2604010701,58653,2604007690,53,2,-0.21033159365367338,-0.16416405383148575,-0.5179102988346405,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,58653,2,-0.21033159365367338,-0.1637074133498136,-0.13636482683663476,-0.3168139496966155,-0.21136261161364645
2604010701,62857,2604007690,53,2,-0.21033159365367338,-0.16416405383148575,-0.5179102988346405,-0.3168139496966155,-0.17973435457060288
2604010701,62313,2604007690,53,2,-0.21033159365367338,-0.16416405383148575,-0.5179102988346405,-0.3168139496966155,-0.17973435457060288
2604010701,59493,2604007690,53,2,-0.21033159365367338,-0.16412137715095562,-0.48225184350772404,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,62313,2,-0.21033159365367338,-0.16333612622920166,0.17386373450753814,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,55585,2,-0.21033159365367338,-0.16398054410520627,-0.36457894092889986,-0.3168139496966155,-0.21136261161364645
2604010701,57617,2604007690,53,2,-0.21033159365367338,-0.16412137715095562,-0.48225184350772404,-0.3168139496966155,-0.17973435457060288
2604010701,64588,2604007690,53,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,62857,2,-0.21033159365367338,-0.16401895311768339,-0.39667155072312466,-0.3168139496966155,-0.21136261161364645
2604010701,54827,2604007690,53,2,-0.21033159365367338,-0.16412991248706166,-0.48938353457310735,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,59493,2,-0.21033159365367338,-0.16412137715095562,-0.48225184350772404,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,64588,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.21136261161364645
2604010701,63058,306442265,443,1,-0.151294296592279,-0.15627740326952197,-0.21392196717267797,0.535197905272829,-0.17973435457060288
2604007690,53,2604010701,54827,2,-0.21033159365367338,-0.16412991248706166,-0.48938353457310735,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,57617,2,-0.21033159365367338,-0.1636647366692835,-0.10070637150971833,-0.3168139496966155,-0.21136261161364645
2604010701,50982,2604007690,53,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.17973435457060288
2604010701,63059,877937253,443,1,-0.03858672947507154,-0.1503880213563672,-0.4284399927416502,-0.11483708910579539,-0.17973435457060288
306442265,443,2604010701,63058,1,-0.14056024258111638,-0.1348366389711962,0.9840747801855464,0.5258839321106514,5.576608427263323
2604007690,53,2604010701,50982,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.21136261161364645
877937253,443,2604010701,63059,1,0.18682840475934337,0.2640537586076082,3.9888430084165694,-0.12408736607822053,5.513351913177235
2604010701,53511,2604007690,53,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.17973435457060288
2604010701,51775,2604007690,53,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.17973435457060288
2604010701,55946,2604007690,53,2,-0.21033159365367338,-0.16412137715095562,-0.48225184350772404,-0.3168139496966155,-0.17973435457060288
2604010701,60864,2604007690,53,2,-0.21033159365367338,-0.16412137715095562,-0.48225184350772404,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,51775,2,-0.21033159365367338,-0.16364766599707145,-0.08644298937895174,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,60864,2,-0.21033159365367338,-0.1636647366692835,-0.10070637150971833,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,53511,2,-0.21033159365367338,-0.16392079675246413,-0.31465710347121684,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,55946,2,-0.21033159365367338,-0.16393786742467617,-0.32892048560198345,-0.3168139496966155,-0.21136261161364645
2604010701,51729,2604007690,53,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.17973435457060288
2604010701,56307,2604007690,53,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.17973435457060288
2604007690,53,2604010701,56307,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.21136261161364645
2604007690,53,2604010701,51729,2,-0.21033159365367338,-0.16410430647874358,-0.4679884613769575,-0.3168139496966155,-0.21136261161364645
2604010701,63060,1822256437,443,1,-0.14056024258111638,-0.15546227867139692,-0.24690603835007566,0.4556575286000577,-0.17973435457060288
2604010701,63061,60876673,443,1,0.3746743499546891,-0.12181598374146053,-0.4612457716424133,-0.1854263599360623,-0.17973435457060288
1822256437,443,2604010701,63060,1,-0.14056024258111638,-0.13415381208271449,1.0248273005591653,0.4477259112925755,5.576608427263323
